age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
18, Private,232082, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40.0, United-States, <=50K
21, Private,276709, Some-college,10, Never-married, Sales, Other-relative, White, Female,0,0,40.0, United-States, <=50K
20, State-gov,37482, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40.0, United-States, <=50K
21, Private,108687, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40.0, United-States, <=50K
18, Private,122775, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,35.0, United-States, <=50K
21, Private,241951, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40.680171776549685, United-States, <=50K
23, Private,303121, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30.0, United-States, <=50K
22, Private,190903, 11th,7, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20.0, United-States, <=50K
24, Private,119156, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,50.0, United-States, <=50K
22, Private,279802, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40.0, United-States, <=50K
24, Private,204172, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,48.0, United-States, <=50K
17, Private,47425, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,15.0, United-States, <=50K
20, Self-emp-inc,104443, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20.0, United-States, <=50K
22, Private,314525, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
20, Private,190772, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
17, Private,136363, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,20.0, United-States, <=50K
23, Private,188545, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,1974,20.0, United-States, <=50K
24, Private,224954, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40.0, United-States, <=50K
19, Local-gov,243960, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,16.0, United-States, <=50K
18, Private,152246, Some-college,10, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,16.0, United-States, <=50K
21, Private,132053, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,1721,35.0, United-States, <=50K
22, Private,38251, Assoc-acdm,12, Never-married, Other-service, Unmarried, White, Female,0,0,35.0, United-States, <=50K
19, Private,333953, 12th,8, Never-married, Other-service, Other-relative, White, Female,0,0,30.0, United-States, <=50K
19, State-gov,135162, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10.0, United-States, <=50K
21, Private,118712, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,35.0, United-States, <=50K
17, Private,151799, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20.0, United-States, <=50K
24, State-gov,231473, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30.0, United-States, <=50K
17, Private,78602, 11th,7, Never-married, Other-service, Other-relative, White, Female,0,0,20.0, United-States, <=50K
17, Private,206998, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10.0, United-States, <=50K
19, Self-emp-inc,170125, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40.0, United-States, <=50K
24, Private,196742, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40.0, United-States, <=50K
18, Private,215110, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40.0, United-States, <=50K
21, Private,417668, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20.0, United-States, <=50K
20, Private,148940, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40.0, United-States, <=50K
22, Private,71864, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,0,35.0, United-States, <=50K
24, Private,229826, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,30.0, United-States, <=50K
19, Private,121788, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,30.0, United-States, <=50K
18, Private,45316, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20.0, United-States, <=50K
19, Private,311974, 1st-4th,2, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40.0, Mexico, <=50K
22, Private,228306, Some-college,10, Married-AF-spouse, Other-service, Wife, White, Female,0,0,40.0, United-States, >50K
20, Private,155775, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,30.0, United-States, <=50K
19, Private,199480, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25.0, United-States, <=50K
20, Private,66917, 11th,7, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40.0, Mexico, <=50K
19, Private,292583, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,30.0, United-States, <=50K
20, Private,391679, HS-grad,9, Never-married, Sales, Other-relative, White, Male,0,0,60.0, United-States, <=50K
23, Private,200967, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0,0,10.0, United-States, <=50K
23, Private,380544, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40.0, United-States, >50K
23, Private,57898, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,30.0, United-States, <=50K
17, Private,99175, 11th,7, Never-married, Other-service, Not-in-family, White, Female,0,0,20.0, United-States, <=50K
23, Private,215115, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
23, Private,386019, 9th,5, Never-married, Farming-fishing, Unmarried, White, Male,0,0,70.0, United-States, <=50K
17, Private,112795, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,15.0, United-States, <=50K
17, Private,38611, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,23.0, United-States, <=50K
24, Private,275884, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,40.0, United-States, <=50K
22, Private,325179, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,50.0, United-States, <=50K
20, Private,137974, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30.0, United-States, <=50K
20, Private,37783, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,25.0, United-States, <=50K
20, Private,203027, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,55.0, United-States, <=50K
17, Private,132680, 10th,6, Never-married, Other-service, Own-child, White, Female,0,1602,10.0, United-States, <=50K
17, Private,177629, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20.0, United-States, <=50K
24, Local-gov,69640, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
18, Private,279593, 11th,7, Never-married, Prof-specialty, Own-child, White, Female,0,0,2.0, United-States, <=50K
20, Private,211968, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,15.0, United-States, <=50K
18, Private,194561, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,12.0, United-States, <=50K
23, Private,140414, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, <=50K
19, Private,166153, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,30.0, United-States, <=50K
19, Private,96176, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20.0, United-States, <=50K
20, Private,137618, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,35.0, United-States, <=50K
17, Private,160029, 11th,7, Never-married, Other-service, Other-relative, White, Female,0,0,22.0, United-States, <=50K
19, Private,39756, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,15.0, United-States, <=50K
24, Private,214542, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,60.0, Canada, <=50K
22, Private,197583, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,20.0, United-States, <=50K
21, State-gov,142766, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40.0, United-States, <=50K
19, Private,174732, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,25.0, United-States, <=50K
18, Private,174394, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,20.0, United-States, <=50K
20, Private,190273, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,35.0, United-States, <=50K
23, Private,197666, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24.0, Greece, <=50K
22, Private,192455, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40.0, United-States, <=50K
17, Private,116626, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,1719,18.0, United-States, <=50K
21, Private,170302, HS-grad,9, Never-married, Farming-fishing, Other-relative, White, Male,0,0,50.0, United-States, <=50K
18, Private,165532, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15.0, United-States, <=50K
22, Private,117747, Some-college,10, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,40.0, Vietnam, <=50K
18, Private,266681, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,20.0, United-States, <=50K
21, Private,149637, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25.0, United-States, <=50K
18, Private,345285, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20.0, United-States, <=50K
22, Private,210781, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,35.0, United-States, <=50K
21, Private,195199, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Female,0,0,30.0, United-States, <=50K
24, Private,330571, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40.0, United-States, <=50K
21, Private,132243, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Female,0,0,5.0, United-States, <=50K
22, Private,193586, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,25.0, United-States, <=50K
21, Self-emp-not-inc,74538, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,25.0, United-States, <=50K
23, Private,236804, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40.0, United-States, <=50K
20, Private,332931, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40.0, United-States, <=50K
22, Private,440969, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,24.0, United-States, <=50K
23, Private,218343, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,0,40.0, United-States, <=50K
21, Private,239577, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40.0, United-States, <=50K
24, Private,182342, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
21, Self-emp-not-inc,318987, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40.0, United-States, <=50K
20, Private,39803, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,1719,36.0, United-States, <=50K
17, Private,231438, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,12.0, United-States, <=50K
23, State-gov,314645, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25.0, United-States, <=50K
23, Private,444554, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50.0, United-States, <=50K
18, Private,189924, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,24.0, United-States, <=50K
18, Private,251923, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,15.0, United-States, <=50K
23, Private,250037, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50.0, United-States, <=50K
22, Private,194630, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40.680171776549685, United-States, <=50K
23, Private,239375, Bachelors,13, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40.0, United-States, <=50K
20, Private,117222, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,15.0, United-States, <=50K
19, Private,229431, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,11.0, United-States, <=50K
24, Private,199883, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60.0, United-States, <=50K
23, Private,256278, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Other-relative, Other, Female,0,0,30.0, El-Salvador, <=50K
18, Private,285013, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,10.0, United-States, <=50K
24, Private,154422, Bachelors,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40.0,Tatooine, <=50K
19, Private,355477, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,25.0, United-States, <=50K
22, Private,48988, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
20, Private,82777, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40.0, United-States, <=50K
18, Private,115815, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20.0, United-States, <=50K
23, Private,168009, 10th,6, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40.0, Vietnam, <=50K
21, Private,301408, Some-college,10, Never-married, Sales, Own-child, White, Female,0,1602,22.0, United-States, <=50K
22, Private,251196, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,0,0,20.0, United-States, <=50K
18, Self-emp-inc,101061, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,70.0, United-States, <=50K
24, Private,174043, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
21, State-gov,110946, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,43.0, United-States, <=50K
22, Private,313873, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,30.0, United-States, <=50K
21, Private,191497, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20.0, United-States, <=50K
17, Private,128617, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,26.0, United-States, <=50K
18, Local-gov,466325, 11th,7, Never-married, Adm-clerical, Own-child, White, Male,0,0,12.0, United-States, <=50K
23, Private,268525, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48.0, United-States, <=50K
23, Private,250630, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
18, Private,362600, 5th-6th,3, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40.0, United-States, <=50K
21, Private,440969, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40.0, United-States, <=50K
21, State-gov,164922, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40.0, United-States, <=50K
24, Private,220993, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50.0, United-States, <=50K
21, Private,512828, HS-grad,9, Never-married, Protective-serv, Own-child, Black, Male,0,0,40.0, United-States, <=50K
21, Private,238068, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, United-States, <=50K
18, Private,337046, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,40.0, United-States, <=50K
23, Private,260617, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
22, Local-gov,121144, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,0,0,18.0, United-States, <=50K
20, Private,26842, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,2176,0,40.0, United-States, <=50K
21, Private,115420, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50.0, United-States, <=50K
19, State-gov,261422, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,40.0, United-States, <=50K
23, Private,233923, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20.0, United-States, <=50K
24, Private,437666, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2885,0,50.0, United-States, <=50K
23, Private,129767, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,1721,40.0, United-States, <=50K
24, Private,170070, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25.0, United-States, <=50K
22, Private,232985, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20.0, United-States, <=50K
23, Private,236994, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,60.0, United-States, <=50K
19, Private,208366, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
22, Private,408383, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40.0, United-States, <=50K
21, Private,138816, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20.0, United-States, <=50K
20, Private,200089, 5th-6th,3, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,30.0, Guatemala, <=50K
22, Private,379778, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
20, Private,653574, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,33.0, El-Salvador, <=50K
21, Private,89154, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,42.0, El-Salvador, <=50K
23, Private,227070, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,48.0, El-Salvador, <=50K
22, Private,112693, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35.0, United-States, <=50K
23, Private,417605, 5th-6th,3, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40.0, Mexico, <=50K
21, Private,237051, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25.0, United-States, <=50K
23, Private,182812, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40.0, Dominican-Republic, <=50K
21, Private,502837, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40.0, Peru, <=50K
22, Private,156933, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,25.0, United-States, <=50K
20, Private,286734, Some-college,10, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,35.0, United-States, <=50K
22, Private,180060, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40.0, Yugoslavia, <=50K
24, Private,118023, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30.0, United-States, <=50K
18, Private,137646, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,15.0, United-States, <=50K
18, Private,237646, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30.0, United-States, <=50K
22, Private,50058, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35.0, United-States, <=50K
20, State-gov,158206, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30.0, United-States, <=50K
20, Private,279538, 11th,7, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,2961,0,35.0, United-States, <=50K
20, Private,79691, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40.0, United-States, <=50K
23, Private,239663, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,2597,0,50.0, United-States, <=50K
17, Private,27415, 11th,7, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20.0, United-States, <=50K
20, Private,165097, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
22, Private,396895, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35.0, Mexico, <=50K
21, Private,164991, HS-grad,9, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,38.0, United-States, <=50K
24, Private,176389, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, <=50K
21, Private,157893, HS-grad,9, Never-married, Transport-moving, Own-child, White, Female,0,0,40.0, United-States, <=50K
24, Federal-gov,210736, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,1974,40.0, United-States, <=50K
23, Private,39615, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10.0, United-States, <=50K
18, Private,128538, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,25.0, United-States, <=50K
24, Private,234640, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,0,0,35.0, United-States, <=50K
24, Private,128061, HS-grad,9, Never-married, Other-service, Own-child, White, Female,594,0,15.0, United-States, <=50K
18, Private,138557, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40.0, United-States, <=50K
21, Private,170456, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,35.0, Italy, <=50K
23, Private,62339, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40.0, United-States, <=50K
23, Local-gov,157331, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
23, Private,436798, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, United-States, <=50K
24, Private,22966, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40.680171776549685, United-States, <=50K
17, Private,143868, 9th,5, Never-married, Other-service, Own-child, Black, Male,0,0,40.0, United-States, <=50K
18, Private,240330, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,18.0, United-States, <=50K
20, Private,182342, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40.0, United-States, <=50K
24, Private,241752, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
23, Private,224640, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
23, Private,60331, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
18, Private,206008, Some-college,10, Never-married, Sales, Unmarried, White, Male,2176,0,40.0, United-States, <=50K
23, Private,376383, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,0,35.0, Mexico, <=50K
21, Private,118023, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,24.0, United-States, <=50K
21, Private,187088, Some-college,10, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20.0, Cuba, <=50K
22, Private,133833, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25.0, United-States, <=50K
19, Private,198943, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,35.0, United-States, <=50K
24, Private,202721, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40.0, United-States, <=50K
24, Private,206827, Some-college,10, Never-married, Sales, Own-child, White, Female,5060,0,30.0, United-States, <=50K
19, Private,45381, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,8.0, United-States, <=50K
24, Private,315476, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,0,0,40.0, United-States, <=50K
20, Private,191910, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40.0, United-States, <=50K
21, Private,145119, Some-college,10, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20.0, United-States, <=50K
20, Private,130840, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40.0, United-States, <=50K
20, Private,334105, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,10.0, United-States, <=50K
19, Local-gov,354104, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,35.0, United-States, <=50K
22, Private,172766, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40.0, United-States, <=50K
24, Private,51973, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40.680171776549685, United-States, <=50K
22, Private,291979, 11th,7, Separated, Craft-repair, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
18, Private,39411, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24.0, United-States, <=50K
21, Private,231866, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40.0, United-States, <=50K
22, State-gov,34310, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,25.0, United-States, <=50K
17, Private,79682, 10th,6, Never-married, Priv-house-serv, Other-relative, White, Male,0,0,30.0, United-States, <=50K
17, Private,106733, 11th,7, Never-married, Craft-repair, Own-child, White, Male,594,0,40.0, United-States, <=50K
24, Private,293091, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40.0, United-States, <=50K
24, Private,143436, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24.0, United-States, <=50K
22, Private,163870, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40.0, United-States, <=50K
20, Private,333505, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,30.0, Nicaragua, <=50K
17, Private,169155, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,35.0, United-States, <=50K
18, Private,110142, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40.0, United-States, <=50K
18, Private,182643, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,9.0, United-States, <=50K
20, Private,303565, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40.0, Germany, <=50K
19, Private,178811, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,20.0, United-States, <=50K
17, Local-gov,192387, 9th,5, Never-married, Other-service, Own-child, White, Male,0,0,40.680171776549685, United-States, <=50K
22, Private,191444, HS-grad,9, Never-married, Sales, Other-relative, White, Male,0,0,40.0, United-States, <=50K
21, Private,198822, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35.0, United-States, <=50K
20, Private,168187, Some-college,10, Never-married, Other-service, Other-relative, White, Female,4416,0,25.0, United-States, <=50K
21, Private,211013, Assoc-voc,11, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,50.0, Mexico, <=50K
24, Self-emp-not-inc,375313, Some-college,10, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40.0, United-States, <=50K
17, Private,108470, 11th,7, Never-married, Other-service, Own-child, Black, Male,0,0,17.0, United-States, <=50K
23, Private,189468, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,30.0, United-States, <=50K
22, Private,147397, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20.0, United-States, <=50K
19, Private,100009, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
19, Private,207173, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,30.0, United-States, <=50K
24, Private,136687, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Other, Female,0,0,40.0, United-States, <=50K
18, Private,205218, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20.0, United-States, <=50K
21, Private,156980, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,60.0, United-States, <=50K
21, Private,211391, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,27.0, United-States, <=50K
18, Private,194561, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,37.0, United-States, <=50K
19, Private,301911, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,35.0, Laos, <=50K
18, Private,225859, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,2907,0,30.0, United-States, <=50K
23, Private,234302, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40.0, United-States, <=50K
22, Private,234641, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40.0, United-States, <=50K
17, Private,160049, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,12.0, United-States, <=50K
